parameter,parameter_label,parameter_group,parameter_unit,metric,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_overshoot_rad_per_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.0010398043667932165,-0.0010699548559771064,-0.0010867514764775926,-4.694710968437604e-05,-2.144599241315635e-09,-4.387765467123648,4.387765467123648,2.8179216174831745,-1.5698438496404734,decreases_with_parameter,11
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_overshoot_pct_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.077904430582304,-1.0885498398052718,-1.0958255198241524,-0.01792108924184843,-8.18656455104596e-07,-1.6463269375938079,1.6463269375938079,0.9779441265520817,-0.668382811041726,decreases_with_parameter,13
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.roll_peak_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0004933650596078996,0.0004510692973940598,0.00042443935251743975,-6.892570709045987e-05,-3.148607446275604e-09,-15.28051398946036,15.28051398946036,9.376777018119613,-5.903736971340748,decreases_with_parameter,8
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.roll_ss_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.0005057171557096997,0.0004622936919669327,0.00043491711357479974,-7.080004213489999e-05,-3.234229277764313e-09,-15.314948779349606,15.314948779349606,9.393046995301212,-5.921901784048395,decreases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.roll_gain_dc_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.005795091729905221,0.005297495489045237,0.004983783009169588,-0.0008113087207356328,-3.7061537518707875e-08,-15.314948779349587,15.314948779349587,9.393046995301274,-5.92190178404831,decreases_with_parameter,7
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.roll_overshoot_rad_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.2352096101799962e-05,-1.1224394572872872e-05,-1.0477761057360066e-05,1.874335044439896e-06,8.562183148869888e-11,16.698762969094037,16.698762969094037,-10.046880672321697,6.65188229677234,increases_with_parameter,14
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.roll_overshoot_pct_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-1.9465457480065513,-1.8950361934224025,-1.8666674759624415,0.0798782720441098,3.6489335078366403e-06,4.2151317384525,4.2151317384525,-2.7181303852104004,1.4970013532421,increases_with_parameter,10
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.settling_time_s_velocity_slope,32836.2815625,43781.70875,54727.135937499996,-0.016682576565318817,-0.016778266114613586,-0.016789679509806418,-0.00010710294448760052,-4.892588596720795e-09,-0.6383433410578443,0.6383433410578443,0.5703184622362433,-0.06802487882160099,decreases_with_parameter,12
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_peak_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.006536558507441364,0.00645870543505731,0.006423734618613317,-0.0001128238888280465,-5.153928069472461e-09,-1.7468498906243335,1.7468498906243335,1.2053974773562797,-0.5414524132680538,decreases_with_parameter,10
rear_spring_rate_n_per_m,rear spring rate,ride/roll,N/m,trend.yaw_ss_velocity_slope,32836.2815625,43781.70875,54727.135937499996,0.007576362874234579,0.007528660291034429,0.0075104860950909015,-6.587677914367783e-05,-3.0093288281571623e-09,-0.8750133037896234,0.8750133037896234,0.6336131709509818,-0.24140013283864156,decreases_with_parameter,16
