distance_m,dx_m,curvature_1pm,bank_deg,inclination_deg,grip_factor,sector,x_m,y_m,z_m
41.75,0.25,-0.08557721539023429,0.0,-0.0,1.0,0,20.4051819114004,24.1435935365902,0.0
42.0,0.25,-0.08614871326517128,0.0,-0.0,1.0,0,20.3883835135324,24.3785072065029,0.0
42.25,0.25,-0.08672789556018191,0.0,-0.0,1.0,0,20.376987573083,24.6139776871809,0.0
42.5,0.25,-0.08731491831258628,0.0,-0.0,1.0,0,20.3710407088786,24.8498907781046,0.0
42.75,0.25,-0.08790994181308175,0.0,-0.0,1.0,0,20.3705876419002,25.0861297529522,0.0
43.0,0.25,-0.08746671399819059,0.0,-0.0,1.0,0,20.3757034846801,25.3225939873154,0.0
43.25,0.25,-0.08711698408090944,0.0,-0.0,1.0,0,20.386361232527,25.5591582927819,0.0
43.5,0.25,-0.08677003976982202,0.0,-0.0,1.0,0,20.4025398038249,25.7957008610944,0.0
43.75,0.25,-0.0864258479158258,0.0,-0.0,1.0,0,20.4242156380955,26.0321013356415,0.0
44.0,0.25,-0.08608437589371426,0.0,-0.0,1.0,0,20.451362757314,26.2682408475067,0.0
44.25,0.25,-0.08512470179564345,0.0,-0.0,1.0,0,20.483973189199,26.5040115718377,0.0
44.5,0.25,-0.08414932607703587,0.0,-0.0,1.0,0,20.5219785141742,26.7393014608129,0.0
44.75,0.25,-0.08319604924195813,0.0,-0.0,1.0,0,20.5653059522424,26.9740021129357,0.0
45.0,0.25,-0.08226412866845642,0.0,-0.0,1.0,0,20.6138821436285,27.2080091100849,0.0
45.25,0.25,-0.0813528546399081,0.0,-0.0,1.0,0,20.6676332493165,27.4412218942878,0.0
45.5,0.25,-0.07898489930278908,0.0,-0.0,1.0,0,20.7265363294515,27.6735649042458,0.0
45.75,0.25,-0.07665396004055472,0.0,-0.0,1.0,0,20.7904266871584,27.9049641602163,0.0
46.0,0.25,-0.07445665471581904,0.0,-0.0,1.0,0,20.8591382254275,28.13535298694,0.0
46.25,0.25,-0.0723818116158237,0.0,-0.0,1.0,0,20.9325133073101,28.3646715996004,0.0
46.5,0.25,-0.06696434041865687,0.0,-0.0,1.0,0,21.0105321758956,28.5929303479243,0.0
46.75,0.25,-0.063649102670226,0.0,-0.0,1.0,0,21.0927727681957,28.820111862459,0.0
47.0,0.25,-0.06064663860698936,0.0,-0.0,1.0,0,21.1790083527069,29.0462071786969,0.0
47.25,0.25,-0.057914679526391066,0.0,-0.0,1.0,0,21.2690339576898,29.2712114820317,0.0
47.5,0.25,-0.05541824476126797,0.0,-0.0,1.0,0,21.3626634301785,29.4951232365599,0.0
47.75,0.25,-0.04648761782775709,0.0,-0.0,1.0,0,21.4600424841023,29.7182029550341,0.0
48.0,0.25,-0.040008670779042646,0.0,-0.0,1.0,0,21.560562891422,29.9406187533444,0.0
48.25,0.25,-0.03511475213297959,0.0,-0.0,1.0,0,21.6637910354456,30.1624950331738,0.0
48.5,0.25,-0.031287606696253654,0.0,-0.0,1.0,0,21.7694048723231,30.383927915825,0.0
48.75,0.25,-0.028212712336539863,0.0,-0.0,1.0,0,21.877156144213,30.6049939830522,0.0
49.0,0.25,-0.010767864935482067,0.0,-0.0,1.0,0,21.9899852974953,30.8320585375552,0.0
49.25,0.25,-0.006667992033526513,0.0,-0.0,1.0,0,22.106499734349,31.0656412936762,0.0
