"Index","Length_m","TotalLength_m","Radius_m","Direction","Grade","X_m","Y_m","Z_m","CarAttitude","Sector"
"173","0.1","17.4","0","0","0","17.4","-3.1962225834764E-15","0","0","0"
"174","0.1","17.5","0","0","0","17.5","-3.21459167878373E-15","0","0","0"
"175","0.1","17.6","0","0","0","17.6","-3.23296077409107E-15","0","0","0"
"176","0.1","17.7","0","0","0","17.7","-3.2513298693984E-15","0","0","0"
"177","0.1","17.8","0","0","0","17.8","-3.26969896470574E-15","0","0","0"
"178","0.1","17.9","0","0","0","17.9","-3.28806806001307E-15","0","0","0"
"179","0.1","18","0","0","0","18","-3.30643715532041E-15","0","0","0"
"180","0.1","18.1","0","0","0","18.1","-3.32480625062774E-15","0","0","0"
"181","0.1","18.2","0","0","0","18.2","-3.34317534593508E-15","0","0","0"
"182","0.1","18.3","0","0","0","18.3","-3.36154444124242E-15","0","0","0"
"183","0.1","18.4","0","0","0","18.4","-3.37991353654975E-15","0","0","0"
"184","0.1","18.5","0","0","0","18.5","-3.39828263185709E-15","0","0","0"
"185","0.1","18.6","0","0","0","18.6","-3.41665172716442E-15","0","0","0"
"186","0.1","18.7","0","0","0","18.7","-3.43502082247176E-15","0","0","0"
"187","0.1","18.8","0","0","0","18.8","-3.45338991777909E-15","0","0","0"
"188","0.1","18.9","0","0","0","18.9","-3.47175901308643E-15","0","0","0"
"189","0.1","19","0","0","0","19","-3.49012810839376E-15","0","0","0"
"190","0.1","19.1","0","0","0","19.1","-3.5084972037011E-15","0","0","0"
"191","0.1","19.2","0","0","0","19.2","-3.52686629900844E-15","0","0","0"
"192","0.1","19.3","0","0","0","19.3","-3.54523539431577E-15","0","0","0"
"193","0.1","19.4","0","0","0","19.4","-3.56360448962311E-15","0","0","0"
"194","0.1","19.5","0","0","0","19.5","-3.58197358493044E-15","0","0","0"
"195","0.1","19.6","0","0","0","19.6","-3.60034268023778E-15","0","0","0"
"196","0.1","19.7","0","0","0","19.7","-3.61871177554512E-15","0","0","0"
"197","0.1","19.8","0","0","0","19.8","-3.63708087085245E-15","0","0","0"
"198","0.1","19.9","0","0","0","19.9","-3.65544996615979E-15","0","0","0"
