candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,prior_simulation_fidelity,regen_simulation_fidelity,prior_constraint_valid,regen_constraint_valid,prior_equal_reserve_eligible,regen_equal_reserve_eligible,prior_sustainable_power_kw,regen_sustainable_power_kw,delta_sustainable_power_kw,prior_endurance_time_s,regen_endurance_time_s,delta_endurance_time_s,prior_gross_discharge_kwh,regen_gross_discharge_kwh,delta_gross_discharge_kwh,prior_recovered_energy_kwh,regen_recovered_energy_kwh,delta_recovered_energy_kwh,prior_net_terminal_energy_kwh,regen_net_terminal_energy_kwh,delta_net_terminal_energy_kwh,prior_total_pack_heat_kwh,regen_total_pack_heat_kwh,delta_total_pack_heat_kwh,prior_regen_pack_heat_kwh,regen_regen_pack_heat_kwh,delta_regen_pack_heat_kwh,prior_final_reserve_kwh,regen_final_reserve_kwh,delta_final_reserve_kwh,prior_active_rms_kw,regen_active_rms_kw,delta_active_rms_kw,prior_overall_rank,regen_overall_rank,delta_overall_rank,prior_cell_rank,regen_cell_rank,delta_cell_rank,sustainable_power_gain_kw,endurance_time_reduction_s,gross_discharge_change_kwh,recovered_energy_gain_kwh,net_terminal_energy_reduction_kwh,total_pack_heat_change_kwh,regen_pack_heat_increase_kwh,final_reserve_change_kwh,active_rms_change_kw,overall_rank_improvement,cell_rank_improvement
molicel_p30b_140s4p,molicel_p30b,Molicel,INR-18650-P30B,140,4,560,32.9,255.78515114,6.048,5.92788,screening_factor8,screening_factor8,True,True,True,True,20.8828125,26.4375,5.5546875,1301.7923106310918,1268.4089068021613,-33.38340382893057,5.1743112453926186,5.6796438608922974,0.5053326154996789,0.0,0.6202681915231192,0.6202681915231192,5.1743112453926186,5.059375669369178,-0.11493557602344051,0.2492688712111917,0.3687657928722114,0.11949692166101969,0.0,0.0126213847647029,0.0126213847647029,0.5043707743060284,0.4998387725292038,-0.004532001776824612,0.0,8.787077622296518,8.787077622296518,52.0,53.0,1.0,5.0,5.0,0.0,5.5546875,33.38340382893057,0.5053326154996789,0.6202681915231192,0.11493557602344051,0.11949692166101969,0.0126213847647029,-0.004532001776824612,8.787077622296518,-1.0,-0.0
molicel_p50b_110s2p,molicel_p50b,Molicel,INR-21700-P50B,110,2,220,19.525,242.41015114,3.96,3.88135,screening_factor8,screening_factor8,True,True,True,True,9.84375,11.96875,2.125,1451.9247793360594,1400.9772249171165,-50.9475544189429,3.2421168512424714,3.586089336372054,0.3439724851295827,0.0,0.4152172672040529,0.4152172672040529,3.2421168512424714,3.1708720691680017,-0.07124478207446971,0.1403534314140457,0.2122912537736181,0.07193782235957241,0.0,0.0149868184645755,0.0149868184645755,0.4989156056918884,0.4982386142081916,-0.0006769914836968205,0.0,8.289441937075226,8.289441937075226,118.0,120.0,2.0,15.0,15.0,0.0,2.125,50.9475544189429,0.3439724851295827,0.4152172672040529,0.07124478207446971,0.07193782235957241,0.0149868184645755,-0.0006769914836968205,8.289441937075226,-2.0,-0.0
molicel_p50b_110s3p,molicel_p50b,Molicel,INR-21700-P50B,110,3,330,29.287499999999994,252.17265114,5.94,5.822025,screening_factor8,screening_factor8,True,True,True,True,19.8984375,24.8203125,4.921875,1306.143079287472,1273.5858457030831,-32.55723358438877,5.0152913844335325,5.474754595057632,0.4594632106240999,0.0,0.5950885676537555,0.5950885676537555,5.0152913844335325,4.879666027403875,-0.1356253570296575,0.3016211488034884,0.4410232835097189,0.13940213470623053,0.0,0.0151333797256007,0.0151333797256007,0.505181166691998,0.5014319440647741,-0.0037492226272238804,0.0,8.614334968338863,8.614334968338863,55.0,57.0,2.0,8.0,8.0,0.0,4.921875,32.55723358438877,0.4594632106240999,0.5950885676537555,0.1356253570296575,0.13940213470623053,0.0151333797256007,-0.0037492226272238804,8.614334968338863,-2.0,-0.0
molicel_p50b_110s4p,molicel_p50b,Molicel,INR-21700-P50B,110,4,440,39.05,261.93515114,7.92,7.762699999999999,native_0p25m,native_0p25m,True,True,True,True,32.9609375,43.25,10.2890625,1244.9442098377676,1224.091904117029,-20.85230572073874,6.766025831554883,7.331339673007764,0.5653138414528813,0.0,0.8032205077177594,0.8032205077177594,6.766025831554883,6.528119165290004,-0.23790666626487855,0.5004519599235872,0.7321648939345027,0.23171293401091553,0.0,0.0154634554808623,0.0154634554808623,0.4962354172417618,0.5024341017641224,0.006198684522360609,0.0,8.74125534875837,8.74125534875837,6.0,7.0,1.0,1.0,1.0,0.0,10.2890625,20.85230572073874,0.5653138414528813,0.8032205077177594,0.23790666626487855,0.23171293401091553,0.0154634554808623,0.006198684522360609,8.74125534875837,-1.0,-0.0
molicel_p50b_115s2p,molicel_p50b,Molicel,INR-21700-P50B,115,2,230,20.4125,243.29765114,4.14,4.057775,screening_factor8,screening_factor8,True,True,True,True,10.625,12.9375,2.3125,1432.594381909982,1383.897839983994,-48.696541925988186,3.4013907595193915,3.759461801244256,0.3580710417248647,0.0,0.4274583195608157,0.4274583195608157,3.4013907595193915,3.3320034816834405,-0.069387277835951,0.1525571259844899,0.2294733676668366,0.0769162416823467,0.0,0.0147874370444203,0.0147874370444203,0.5038656217819756,0.4963537154775645,-0.0075119063044110645,0.0,8.259415428214,8.259415428214,112.0,114.0,2.0,14.0,14.0,0.0,2.3125,48.696541925988186,0.3580710417248647,0.4274583195608157,0.069387277835951,0.0769162416823467,0.0147874370444203,-0.0075119063044110645,8.259415428214,-2.0,-0.0
molicel_p50b_115s3p,molicel_p50b,Molicel,INR-21700-P50B,115,3,345,30.61875,253.50390114,6.21,6.086662499999999,screening_factor8,screening_factor8,True,True,True,True,21.65625,27.0,5.34375,1294.0514038600268,1263.6136877678248,-30.43771609220198,5.260544140981789,5.719407238164732,0.4588630971829426,0.0,0.6171460118858031,0.6171460118858031,5.260544140981789,5.102261226278928,-0.15828291470286082,0.3298574565429678,0.4782365429029447,0.14837908635997693,0.0,0.0151684175319551,0.0151684175319551,0.4963350391009727,0.5062675326551278,0.009932493554155097,0.0,8.728422822227254,8.728422822227254,44.0,47.0,3.0,7.0,7.0,0.0,5.34375,30.43771609220198,0.4588630971829426,0.6171460118858031,0.15828291470286082,0.14837908635997693,0.0151684175319551,0.009932493554155097,8.728422822227254,-3.0,-0.0
molicel_p50b_120s2p,molicel_p50b,Molicel,INR-21700-P50B,120,2,240,21.3,244.18515114,4.32,4.2342,screening_factor8,screening_factor8,True,True,True,True,11.4375,13.96875,2.53125,1415.263037295195,1367.7512832905772,-47.51175400461784,3.5710503583550883,3.94109768177466,0.3700473234195716,0.0,0.4529313329783798,0.4529313329783798,3.5710503583550883,3.48816634879628,-0.08288400955880837,0.1661211861829706,0.2494713713732604,0.0833501851902898,0.0,0.0151136883742265,0.0151136883742265,0.4970699031286656,0.4966219873719903,-0.0004479157566752989,0.0,8.30294203606527,8.30294203606527,105.0,106.0,1.0,13.0,13.0,0.0,2.53125,47.51175400461784,0.3700473234195716,0.4529313329783798,0.08288400955880837,0.0833501851902898,0.0151136883742265,-0.0004479157566752989,8.30294203606527,-1.0,-0.0
molicel_p50b_120s3p,molicel_p50b,Molicel,INR-21700-P50B,120,3,360,31.95,254.83515114,6.48,6.351299999999999,screening_factor8,screening_factor8,True,True,True,True,23.625,29.640625,6.015625,1282.7234736297323,1253.734932280985,-28.988541348747276,5.491902724701137,5.963689385650856,0.4717866609497188,0.0,0.6370198769663051,0.6370198769663051,5.491902724701137,5.32666950868455,-0.16523321601658658,0.3593261578828982,0.5221428336938172,0.16281667581091902,0.0,0.0150538865684471,0.0150538865684471,0.5001506888959065,0.502598200957633,0.0024475120617264423,0.0,8.731418767000747,8.731418767000747,36.0,38.0,2.0,6.0,6.0,0.0,6.015625,28.988541348747276,0.4717866609497188,0.6370198769663051,0.16523321601658658,0.16281667581091902,0.0150538865684471,0.0024475120617264423,8.731418767000747,-2.0,-0.0
molicel_p50b_125s2p,molicel_p50b,Molicel,INR-21700-P50B,125,2,250,22.1875,245.07265114,4.5,4.410625,screening_factor8,screening_factor8,True,True,True,True,12.1875,14.859375,2.671875,1399.5382479719888,1354.660637809662,-44.877610162326846,3.732638233797398,4.116354920941662,0.3837166871442639,0.0,0.4678064553143095,0.4678064553143095,3.732638233797398,3.648548465627352,-0.08408976817004588,0.1785781065783643,0.2660796462035902,0.08750153962522592,0.0,0.0151342938004624,0.0151342938004624,0.4994527737870546,0.4960600217972985,-0.003392751989756082,0.0,8.36430592815427,8.36430592815427,98.0,98.0,0.0,12.0,12.0,0.0,2.671875,44.877610162326846,0.3837166871442639,0.4678064553143095,0.08408976817004588,0.08750153962522592,0.0151342938004624,-0.003392751989756082,8.36430592815427,-0.0,-0.0
molicel_p50b_125s3p,molicel_p50b,Molicel,INR-21700-P50B,125,3,375,33.28124999999999,256.16640114,6.75,6.615937499999999,screening_factor8,screening_factor8,True,True,True,True,25.59375,32.3828125,6.7890625,1272.894113033567,1245.5083978098985,-27.385715223668512,5.727647965658777,6.213308034260971,0.48566006860219346,0.0,0.6659042807939537,0.6659042807939537,5.727647965658777,5.547403753467017,-0.18024421219176023,0.3899667157803748,0.5671172597782929,0.17715054399791808,0.0,0.015216238104293,0.015216238104293,0.4984079945076033,0.5015344287821345,0.003126434274531187,0.0,8.795323444568128,8.795323444568128,29.0,31.0,2.0,5.0,5.0,0.0,6.7890625,27.385715223668512,0.48566006860219346,0.6659042807939537,0.18024421219176023,0.17715054399791808,0.015216238104293,0.003126434274531187,8.795323444568128,-2.0,-0.0
molicel_p50b_130s2p,molicel_p50b,Molicel,INR-21700-P50B,130,2,260,23.075,245.96015114,4.68,4.58705,screening_factor8,screening_factor8,True,True,True,True,13.125,15.84375,2.71875,1383.365466253431,1342.4679754064734,-40.89749084695745,3.897783710396901,4.281417865451722,0.38363415505482124,0.0,0.4720360400351824,0.4720360400351824,3.897783710396901,3.80938182541654,-0.08840188498036072,0.1937299180004017,0.2820490136287279,0.08831909562832621,0.0,0.0147386869582499,0.0147386869582499,0.4955836917179596,0.4956854081302567,0.00010171641229711481,0.0,8.396079711721693,8.396079711721693,91.0,91.0,0.0,11.0,11.0,0.0,2.71875,40.89749084695745,0.38363415505482124,0.4720360400351824,0.08840188498036072,0.08831909562832621,0.0147386869582499,0.00010171641229711481,8.396079711721693,-0.0,-0.0
molicel_p50b_130s3p,molicel_p50b,Molicel,INR-21700-P50B,130,3,390,34.6125,257.49765114,7.02,6.880574999999999,screening_factor8,native_0p25m,True,True,True,True,27.7109375,32.515625,4.8046875,1263.797666234762,1242.9112111431236,-20.886455091638254,5.957814383052631,6.539963860579109,0.5821494775264773,0.0,0.7329665039594605,0.7329665039594605,5.957814383052631,5.806997356619648,-0.1508170264329829,0.4211344388371296,0.576192163024856,0.1550577241877264,0.0,0.015676075850628,0.015676075850628,0.5017169774720383,0.497400645293649,-0.004316332178389226,0.0,8.631536303080573,8.631536303080573,18.0,25.0,7.0,4.0,4.0,0.0,4.8046875,20.886455091638254,0.5821494775264773,0.7329665039594605,0.1508170264329829,0.1550577241877264,0.015676075850628,-0.004316332178389226,8.631536303080573,-7.0,-0.0
molicel_p50b_135s2p,molicel_p50b,Molicel,INR-21700-P50B,135,2,270,23.9625,246.84765114,4.86,4.763475,screening_factor8,screening_factor8,True,True,True,True,13.96875,17.15625,3.1875,1370.2845149108516,1327.8789394432097,-42.40557546764194,4.055759904952378,4.463153395913642,0.40739349096126354,0.0,0.5025088761950247,0.5025088761950247,4.055759904952378,3.960644519718616,-0.09511538523376206,0.2074717138385795,0.3073467941824583,0.09987508034387879,0.0,0.0152022716294519,0.0152022716294519,0.5002935328433189,0.4955550165187622,-0.004738516324556685,0.0,8.459515203197386,8.459515203197386,83.0,85.0,2.0,10.0,10.0,0.0,3.1875,42.40557546764194,0.40739349096126354,0.5025088761950247,0.09511538523376206,0.09987508034387879,0.0152022716294519,-0.004738516324556685,8.459515203197386,-2.0,-0.0
molicel_p50b_135s3p,molicel_p50b,Molicel,INR-21700-P50B,135,3,405,35.94375,258.82890114,7.29,7.1452125,screening_factor8,native_0p25m,True,True,True,True,30.1484375,35.359375,5.2109375,1255.2215651220267,1236.297401843082,-18.92416327894466,6.187148549553465,6.783196707199768,0.5960481576463037,0.0,0.7560552654396792,0.7560552654396792,6.187148549553465,6.027141441760088,-0.16000710779337624,0.4570386126184499,0.6203168803299213,0.16327826771147136,0.0,0.0156449541797689,0.0156449541797689,0.5011224334398908,0.4977702445964299,-0.003352188843460946,0.0,8.663902295223156,8.663902295223156,15.0,19.0,4.0,3.0,3.0,0.0,5.2109375,18.92416327894466,0.5960481576463037,0.7560552654396792,0.16000710779337624,0.16327826771147136,0.0156449541797689,-0.003352188843460946,8.663902295223156,-4.0,-0.0
molicel_p50b_140s2p,molicel_p50b,Molicel,INR-21700-P50B,140,2,280,24.85,247.73515114,5.04,4.9399,screening_factor8,screening_factor8,True,True,True,True,14.765625,18.2109375,3.4453125,1358.6581766606464,1317.859145975112,-40.79903068553449,4.215708573104756,4.629205162480775,0.4134965893760194,0.0,0.5185275201481467,0.5185275201481467,4.215708573104756,4.110677642332629,-0.1050309307721271,0.2205672218023502,0.3254140403210846,0.10484681851873442,0.0,0.0152788998801015,0.0152788998801015,0.5036770051341849,0.5038830882610383,0.0002060831268534402,0.0,8.540126947381339,8.540126947381339,76.0,78.0,2.0,9.0,9.0,0.0,3.4453125,40.79903068553449,0.4134965893760194,0.5185275201481467,0.1050309307721271,0.10484681851873442,0.0152788998801015,0.0002060831268534402,8.540126947381339,-2.0,-0.0
molicel_p50b_140s3p,molicel_p50b,Molicel,INR-21700-P50B,140,3,420,37.275,260.16015114,7.56,7.40985,screening_factor8,native_0p25m,True,True,True,True,32.5859375,38.40625,5.8203125,1248.1709229430533,1230.7658992083143,-17.40502373473896,6.416368726755676,7.018815098628727,0.6024463718730511,0.0,0.775296539733668,0.775296539733668,6.416368726755676,6.243518558895058,-0.17285016786061824,0.491503433523122,0.6643686513273198,0.17286521780419783,0.0,0.0155387084181101,0.0155387084181101,0.5020806158156579,0.5019797033210832,-0.00010091249457466756,0.0,8.693807840071809,8.693807840071809,8.0,15.0,7.0,2.0,2.0,0.0,5.8203125,17.40502373473896,0.6024463718730511,0.775296539733668,0.17285016786061824,0.17286521780419783,0.0155387084181101,-0.00010091249457466756,8.693807840071809,-7.0,-0.0
reliance_rs50_110s2p,reliance_rs50,Reliance,INR21700-RS50,110,2,220,18.425,241.31015114,3.96,3.88135,native_0p25m,native_0p25m,True,True,True,True,9.453125,11.625,2.171875,1454.6818347347305,1402.5616261404352,-52.12020859429526,3.295809961888868,3.672305906523066,0.3764959446341982,0.0,0.4250746727329723,0.4250746727329723,3.295809961888868,3.2472312337900937,-0.04857872809877417,0.0861779928807351,0.1308801725421567,0.04470217966142159,0.0,0.0095848553250242,0.0095848553250242,0.4993664187580072,0.5032449680835072,0.0038785493254999692,0.0,8.040459512894822,8.040459512894822,120.0,121.0,1.0,15.0,15.0,0.0,2.171875,52.12020859429526,0.3764959446341982,0.4250746727329723,0.04857872809877417,0.04470217966142159,0.0095848553250242,0.0038785493254999692,8.040459512894822,-1.0,-0.0
reliance_rs50_110s3p,reliance_rs50,Reliance,INR21700-RS50,110,3,330,27.637500000000003,250.52265114,5.94,5.822025,screening_factor8,screening_factor8,True,True,True,True,20.7421875,26.5078125,5.765625,1298.0479238074204,1263.4678266022838,-34.58009720513655,5.124887248475092,5.653877570537669,0.5289903220625769,0.0,0.6216959007176217,0.6216959007176217,5.124887248475092,5.032181669820048,-0.09270557865504436,0.1962297189028913,0.2931529661599316,0.0969232472570403,0.0,0.0104395855163443,0.0104395855163443,0.5009773177817867,0.4967891643360032,-0.0041881534457834935,0.0,8.82659115194289,8.82659115194289,47.0,46.0,-1.0,8.0,8.0,0.0,5.765625,34.58009720513655,0.5289903220625769,0.6216959007176217,0.09270557865504436,0.0969232472570403,0.0104395855163443,-0.0041881534457834935,8.82659115194289,1.0,-0.0
reliance_rs50_110s4p,reliance_rs50,Reliance,INR21700-RS50,110,4,440,36.85,259.73515114,7.92,7.762699999999999,native_0p25m,native_0p25m,True,True,True,True,35.09375,48.71875,13.625,1237.5581472220997,1216.0261253241367,-21.532021897962977,6.933241796625216,7.594739263423245,0.6614974667980285,0.0,0.8268546850257146,0.8268546850257146,6.933241796625216,6.767884578397529,-0.1653572182276868,0.3261820779272666,0.4913307995306049,0.16514872160333827,0.0,0.0103736953827381,0.0103736953827381,0.5032893883486557,0.5035031922565611,0.00021380390790548542,0.0,8.802970363471472,8.802970363471472,2.0,1.0,-1.0,1.0,1.0,0.0,13.625,21.532021897962977,0.6614974667980285,0.8268546850257146,0.1653572182276868,0.16514872160333827,0.0103736953827381,0.00021380390790548542,8.802970363471472,1.0,-0.0
reliance_rs50_115s2p,reliance_rs50,Reliance,INR21700-RS50,115,2,230,19.2625,242.14765114,4.14,4.057775,screening_factor8,screening_factor8,True,True,True,True,10.9375,13.546875,2.609375,1424.613977894553,1372.6376979650236,-51.97627992952948,3.460266419045185,3.855478927950693,0.39521250890550785,0.0,0.4501304356640246,0.4501304356640246,3.460266419045185,3.4053484922866684,-0.0549179267585167,0.0988472864261857,0.1517900936485109,0.052942807222325194,0.0,0.0103068323049486,0.0103068323049486,0.4987000797261798,0.5006935318499371,0.0019934521237573444,0.0,8.403556247150451,8.403556247150451,108.0,108.0,0.0,14.0,14.0,0.0,2.609375,51.97627992952948,0.39521250890550785,0.4501304356640246,0.0549179267585167,0.052942807222325194,0.0103068323049486,0.0019934521237573444,8.403556247150451,-0.0,-0.0
reliance_rs50_115s3p,reliance_rs50,Reliance,INR21700-RS50,115,3,345,28.893750000000004,251.77890114,6.21,6.086662499999999,screening_factor8,screening_factor8,True,True,True,True,22.7109375,29.234375,6.5234375,1285.661210147031,1252.7516960033363,-32.90951414369465,5.372237333444461,5.910809293922728,0.5385719604782677,0.0,0.6411481602594026,0.6411481602594026,5.372237333444461,5.269661133663325,-0.10257619978113564,0.2145093128457959,0.3205461985243108,0.10603688567851491,0.0,0.0103212162253875,0.0103212162253875,0.499990472965981,0.4965614235517186,-0.003429049414262364,0.0,8.821622416418355,8.821622416418355,38.0,37.0,-1.0,7.0,7.0,0.0,6.5234375,32.90951414369465,0.5385719604782677,0.6411481602594026,0.10257619978113564,0.10603688567851491,0.0103212162253875,-0.003429049414262364,8.821622416418355,1.0,-0.0
reliance_rs50_120s2p,reliance_rs50,Reliance,INR21700-RS50,120,2,240,20.1,242.98515114,4.32,4.2342,screening_factor8,screening_factor8,True,True,True,True,11.71875,14.484375,2.765625,1407.351453263038,1358.2251930080029,-49.12626025503505,3.630042272576103,4.037036571019068,0.4069942984429651,0.0,0.4687890082560052,0.4687890082560052,3.630042272576103,3.5682475627630628,-0.06179470981304025,0.1070577200469789,0.162797886525414,0.05574016647843509,0.0,0.010311233475974,0.010311233475974,0.4971415494460556,0.5032151100495674,0.0060735606035118295,0.0,8.46692662348087,8.46692662348087,100.0,101.0,1.0,13.0,13.0,0.0,2.765625,49.12626025503505,0.4069942984429651,0.4687890082560052,0.06179470981304025,0.05574016647843509,0.010311233475974,0.0060735606035118295,8.46692662348087,-1.0,-0.0
reliance_rs50_120s3p,reliance_rs50,Reliance,INR21700-RS50,120,3,360,30.15,253.03515114,6.48,6.351299999999999,screening_factor8,screening_factor8,True,True,True,True,24.75,32.1796875,7.4296875,1274.8096270552908,1243.6208120719234,-31.188814983367365,5.6147581393772406,6.175440026775015,0.5606818873977746,0.0,0.6706422239087113,0.6706422239087113,5.6147581393772406,5.504797802866303,-0.1099603365109374,0.2333554425861639,0.3495166610585459,0.116161218472382,0.0,0.0103948476290659,0.0103948476290659,0.5032664069856294,0.4970992461673533,-0.006167160818276118,0.0,8.845087945282577,8.845087945282577,31.0,26.0,-5.0,6.0,6.0,0.0,7.4296875,31.188814983367365,0.5606818873977746,0.6706422239087113,0.1099603365109374,0.116161218472382,0.0103948476290659,-0.006167160818276118,8.845087945282577,5.0,-0.0
reliance_rs50_125s2p,reliance_rs50,Reliance,INR21700-RS50,125,2,250,20.9375,243.82265114,4.5,4.410625,screening_factor8,screening_factor8,True,True,True,True,12.5625,15.421875,2.859375,1391.330051878574,1345.9564195907924,-45.373632287781675,3.796237516818591,4.21171649710082,0.41547898028222896,0.0,0.4769873337802657,0.4769873337802657,3.796237516818591,3.734729163320555,-0.06150835349803607,0.1154998737835288,0.1726881659172375,0.05718829213370871,0.0,0.0101371667589223,0.0101371667589223,0.4989319423798823,0.5032713106652171,0.0043393682853348214,0.0,8.468874209300262,8.468874209300262,93.0,94.0,1.0,12.0,12.0,0.0,2.859375,45.373632287781675,0.41547898028222896,0.4769873337802657,0.06150835349803607,0.05718829213370871,0.0101371667589223,0.0043393682853348214,8.468874209300262,-1.0,-0.0
reliance_rs50_125s3p,reliance_rs50,Reliance,INR21700-RS50,125,3,375,31.40625,254.29140114,6.75,6.615937499999999,screening_factor8,native_0p25m,True,True,True,True,26.9296875,32.2265625,5.296875,1264.7051554456884,1241.2928863916009,-23.412269054087574,5.8638649879631615,6.4936960031540405,0.629831015190879,0.0,0.7340944250867213,0.7340944250867213,5.8638649879631615,5.759601578067319,-0.10426340989584215,0.2540669160773265,0.3539762601785976,0.09990934410127111,0.0,0.0106072791668306,0.0106072791668306,0.4980914359714562,0.502374233425461,0.0042827974540047276,0.0,8.678972711161192,8.678972711161192,19.0,23.0,4.0,5.0,5.0,0.0,5.296875,23.412269054087574,0.629831015190879,0.7340944250867213,0.10426340989584215,0.09990934410127111,0.0106072791668306,0.0042827974540047276,8.678972711161192,-4.0,-0.0
reliance_rs50_130s2p,reliance_rs50,Reliance,INR21700-RS50,130,2,260,21.775,244.66015114,4.68,4.58705,screening_factor8,screening_factor8,True,True,True,True,13.5,16.78125,3.28125,1375.2099752173176,1330.2851032968322,-44.92487192048543,3.9608139767031454,4.399638641173454,0.4388246644703089,0.0,0.4985316702361499,0.4985316702361499,3.9608139767031454,3.9011069709373047,-0.05970700576584065,0.124848853770862,0.1881085922806171,0.06325973850975511,0.0,0.0102619664620773,0.0102619664620773,0.5014345308217834,0.4979028979112615,-0.0035316329105218314,0.0,8.525011366799472,8.525011366799472,87.0,86.0,-1.0,11.0,11.0,0.0,3.28125,44.92487192048543,0.4388246644703089,0.4985316702361499,0.05970700576584065,0.06325973850975511,0.0102619664620773,-0.0035316329105218314,8.525011366799472,1.0,-0.0
reliance_rs50_130s3p,reliance_rs50,Reliance,INR21700-RS50,130,3,390,32.6625,255.54765114,7.02,6.880574999999999,native_0p25m,screening_factor8,True,True,True,True,26.90625,38.375,11.46875,1262.9139693905513,1230.2861056754437,-32.62786371510765,6.129728473701116,6.677182229206427,0.5474537555053116,0.0,0.7053018537240934,0.7053018537240934,6.129728473701116,5.971880375482335,-0.1578480982187811,0.2558180809188413,0.4046671645431899,0.14884908362434862,0.0,0.0101471390438954,0.0101471390438954,0.4950393768564672,0.5041547233923569,0.00911534653588969,0.0,8.879634172018182,8.879634172018182,17.0,14.0,-3.0,4.0,4.0,0.0,11.46875,32.62786371510765,0.5474537555053116,0.7053018537240934,0.1578480982187811,0.14884908362434862,0.0101471390438954,0.00911534653588969,8.879634172018182,3.0,-0.0
reliance_rs50_135s2p,reliance_rs50,Reliance,INR21700-RS50,135,2,270,22.6125,245.49765114,4.86,4.763475,screening_factor8,screening_factor8,True,True,True,True,14.34375,17.953125,3.609375,1363.173665434057,1318.409905010128,-44.76376042392894,4.124958635383276,4.581817419648229,0.45685878426495297,0.0,0.5226239827105873,0.5226239827105873,4.124958635383276,4.059193436937641,-0.06576519844563489,0.1333695549943828,0.2011807441504896,0.06781118915610679,0.0,0.0104251806470226,0.0104251806470226,0.5051968798588687,0.5031732481372283,-0.00202363172164044,0.0,8.594030658255328,8.594030658255328,80.0,79.0,-1.0,10.0,10.0,0.0,3.609375,44.76376042392894,0.45685878426495297,0.5226239827105873,0.06576519844563489,0.06781118915610679,0.0104251806470226,-0.00202363172164044,8.594030658255328,1.0,-0.0
reliance_rs50_135s3p,reliance_rs50,Reliance,INR21700-RS50,135,3,405,33.91875,256.80390114,7.29,7.1452125,native_0p25m,native_0p25m,True,True,True,True,29.0703125,38.71875,9.6484375,1254.6422951618374,1227.6506667068245,-26.991628455012915,6.371142726509093,7.0132357396429175,0.6420930131338247,0.0,0.7797940529906238,0.7797940529906238,6.371142726509093,6.233441686652294,-0.1377010398567986,0.275153879761229,0.4127741309362234,0.13762025117499438,0.0,0.0105320447341343,0.0105320447341343,0.4989274947674459,0.4990130697953419,8.557502789596771e-05,0.0,8.739025886477284,8.739025886477284,13.0,11.0,-2.0,3.0,3.0,0.0,9.6484375,26.991628455012915,0.6420930131338247,0.7797940529906238,0.1377010398567986,0.13762025117499438,0.0105320447341343,8.557502789596771e-05,8.739025886477284,2.0,-0.0
reliance_rs50_140s2p,reliance_rs50,Reliance,INR21700-RS50,140,2,280,23.450000000000003,246.33515114,5.04,4.9399,screening_factor8,screening_factor8,True,True,True,True,15.234375,19.125,3.890625,1350.871298938492,1308.0647159613304,-42.8065829771615,4.297581591298359,4.7614793817405445,0.4638977904421857,0.0,0.5356836071706277,0.5356836071706277,4.297581591298359,4.225795774569916,-0.07178581672844242,0.1425892813548485,0.2144185160306396,0.07182923467579111,0.0,0.0103128966143039,0.0103128966143039,0.4997820936009873,0.4997621733486566,-1.992025233071848e-05,0.0,8.581893696724068,8.581893696724068,72.0,72.0,0.0,9.0,9.0,0.0,3.890625,42.8065829771615,0.4638977904421857,0.5356836071706277,0.07178581672844242,0.07182923467579111,0.0103128966143039,-1.992025233071848e-05,8.581893696724068,-0.0,-0.0
reliance_rs50_140s3p,reliance_rs50,Reliance,INR21700-RS50,140,3,420,35.175,258.06015114,7.56,7.40985,native_0p25m,native_0p25m,True,True,True,True,31.5078125,42.625,11.1171875,1246.6934619029837,1222.1493185723816,-24.544143330602083,6.617101947086701,7.266536296487169,0.649434349400468,0.0,0.8016819066250632,0.8016819066250632,6.617101947086701,6.464854389862106,-0.15224755722459538,0.2969617432507244,0.4453245152475492,0.1483627719968248,0.0,0.01048421905022,0.01048421905022,0.4957986487116511,0.4996884244023302,0.0038897756906791092,0.0,8.765659244852497,8.765659244852497,7.0,6.0,-1.0,2.0,2.0,0.0,11.1171875,24.544143330602083,0.649434349400468,0.8016819066250632,0.15224755722459538,0.1483627719968248,0.01048421905022,0.0038897756906791092,8.765659244852497,1.0,-0.0
tenpower_30xg_110s3p,tenpower_30xg,Tenpower,INR18650-30XG,110,3,330,19.8,242.68515114,3.564,3.493215,screening_factor8,screening_factor8,True,True,True,True,8.4375,10.53125,2.09375,1495.8300220504302,1434.137363952086,-61.69265809834428,2.9349696674143297,3.295392688676927,0.3604230212625974,0.0,0.3895983107643183,0.3895983107643183,2.9349696674143297,2.905794377912609,-0.02917528950172077,0.0549941163624169,0.0872462264204263,0.0322521100580094,0.0,0.0077130104551086,0.0077130104551086,0.5032812935252967,0.5002200380997699,-0.003061255425526821,0.0,8.343081593869446,8.343081593869446,126.0,126.0,0.0,19.0,19.0,0.0,2.09375,61.69265809834428,0.3604230212625974,0.3895983107643183,0.02917528950172077,0.0322521100580094,0.0077130104551086,-0.003061255425526821,8.343081593869446,-0.0,-0.0
