candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points
reliance_rs50_115s2p,reliance_rs50,Reliance,INR21700-RS50,115,2,230,19.2625,242.14765114,4.14,4.057775,10.9375,1424.613977894553,1470.4368053909382,188.35684253213353,73.04892490026607,0.08455216214560148,1.2480458782586323,100.0
molicel_p30b_130s3p,molicel_p30b,Molicel,INR-18650-P30B,130,3,390,22.9125,245.79765114,4.212,4.128345,11.09375,1424.710455057273,1470.536385749649,188.30815991864839,73.05387189160793,0.08561250899808337,1.2325048390745796,100.0
ampace_jp50_115s2p,ampace_jp50,Ampace,JP50P1 (JP50),115,2,230,20.7,243.58515114,4.117,4.057775,10.90625,1426.6872626410498,1472.5767775143413,187.31210753795992,73.1552352580849,0.08447990742501596,1.2472980864986494,100.0
tenpower_50xg_115s2p,tenpower_50xg,Tenpower,INR21700-50XG,115,2,230,21.5625,244.44765114,4.14,4.057775,10.90625,1427.4148042870993,1473.327720598156,186.94621626397003,73.19254089728874,0.08453824900560986,1.2458020015980054,100.0
molicel_p50b_115s2p,molicel_p50b,Molicel,INR-21700-P50B,115,2,230,20.4125,243.29765114,4.14,4.057775,10.625,1432.594381909982,1478.6738997675634,184.35207226297192,73.45813044130563,0.08311352600959328,1.2625759671459784,100.0
tenpower_30xg_125s3p,tenpower_30xg,Tenpower,INR18650-30XG,125,3,375,22.5,245.38515114,4.05,3.9695625,10.5625,1436.1914904973598,1482.3867096528663,182.56150298009933,73.64257683810835,0.08295945202469067,1.2617527076113553,100.0
ampace_jp30_125s3p,ampace_jp30,Ampace,JP30P1 (JP30),125,3,375,23.4375,246.32265114,4.14,3.9695625,10.5625,1437.0348228863131,1483.2571678984946,182.14300601468094,73.68581979746614,0.08301248227038588,1.260206677512461,100.0
molicel_p30b_125s3p,molicel_p30b,Molicel,INR-18650-P30B,125,3,375,22.03125,244.91640114,4.05,3.9695625,10.375,1440.2850493645042,1486.6119381826186,180.53469123226589,73.85247936531982,0.08201854223307159,1.2726001516479553,100.0
ampace_jp50_110s2p,ampace_jp50,Ampace,JP50P1 (JP50),110,2,220,19.8,242.68515114,3.938,3.88135,10.0625,1445.739557825234,1492.2418913632175,177.85187900204588,74.13216634375631,0.08041732228384818,1.2930424925588873,100.0
tenpower_50xg_110s2p,tenpower_50xg,Tenpower,INR21700-50XG,110,2,220,20.625,243.51015114,3.96,3.88135,10.0625,1446.5591879982192,1493.0878850091226,177.45049058120014,74.17419394132408,0.08045988383972785,1.291626241739128,100.0
molicel_p50b_110s2p,molicel_p50b,Molicel,INR-21700-P50B,110,2,220,19.525,242.41015114,3.96,3.88135,9.84375,1451.9247793360594,1498.6260610401532,174.83405262080743,74.44932157924232,0.07922164264359804,1.30696665936728,100.0
tenpower_30xg_120s3p,tenpower_30xg,Tenpower,INR18650-30XG,120,3,360,21.6,244.48515114,3.888,3.81078,9.8125,1454.4538017824134,1501.2364297045651,173.60751235509613,74.57900047726059,0.07922498333659535,1.3046390741554417,100.0
reliance_rs50_110s2p,reliance_rs50,Reliance,INR21700-RS50,110,2,220,18.425,241.31015114,3.96,3.88135,9.453125,1454.6818347347305,1501.471797355825,173.49712919126316,74.59069316192257,0.08053364237069667,1.2832377049422987,100.0
ampace_jp30_120s3p,ampace_jp30,Ampace,JP30P1 (JP30),120,3,360,22.5,245.38515114,3.9744,3.81078,9.8125,1455.1581376686568,1501.963420613373,173.2666783895923,74.61511621110647,0.07928141825464896,1.3030793614114144,100.0
molicel_p30b_120s3p,molicel_p30b,Molicel,INR-18650-P30B,120,3,360,21.15,244.03515114,3.888,3.81078,9.625,1459.4189636379615,1506.3612964055862,171.2118441528958,74.83359557539352,0.07815599819212465,1.3179840967422878,100.0
tenpower_30xg_115s3p,tenpower_30xg,Tenpower,INR18650-30XG,115,3,345,20.7,243.58515114,3.726,3.6519975,9.125,1473.450944759641,1520.8446173711452,164.52876662015464,75.55310356216366,0.07548705113528689,1.3515880007705747,100.0
ampace_jp30_115s3p,ampace_jp30,Ampace,JP30P1 (JP30),115,3,345,21.5625,244.44765114,3.8088,3.6519975,9.125,1474.2792304033685,1521.6995448917312,164.1382514766425,75.5955749801923,0.075528415640133,1.350088840244908,100.0
molicel_p30b_115s3p,molicel_p30b,Molicel,INR-18650-P30B,115,3,345,20.26875,243.15390114,3.726,3.6519975,8.9375,1478.709784142588,1526.272607761744,162.05678946336195,75.82275735547768,0.07456065174626507,1.3635147087706463,100.0
tenpower_30xg_110s3p,tenpower_30xg,Tenpower,INR18650-30XG,110,3,330,19.8,242.68515114,3.564,3.493215,8.4375,1495.8300220504302,1543.9435195507365,154.1296266508531,76.70061970458431,0.07171645219159581,1.4013655175358566,100.0
ampace_jp30_110s3p,ampace_jp30,Ampace,JP30P1 (JP30),110,3,330,20.625,243.51015114,3.6432,3.493215,8.4375,1496.6410899303205,1544.7806754966748,153.75857833281552,76.74220825949564,0.07175034638211658,1.3999444487387587,100.0
molicel_p30b_110s3p,molicel_p30b,Molicel,INR-18650-P30B,110,3,330,19.3875,242.27265114,3.564,3.493215,8.3125,1499.8663608735603,1548.109687548983,152.2870482354321,76.90758820000693,0.07093881185996612,1.4129148645759457,100.0
