candidate_id,cell_id,manufacturer,cell_model,series_cells,parallel_cells,total_cells,pack_mass_kg,vehicle_mass_kg,nominal_pack_energy_kwh,model_usable_energy_kwh,endurance_terminal_power_limit_kw,terminal_energy_kwh,terminal_discharge_energy_kwh,terminal_regenerated_energy_kwh,pack_resistive_heat_kwh,regen_pack_resistive_heat_kwh,regen_active_rms_terminal_power_kw,regen_whole_event_rms_terminal_power_kw,regen_active_rms_error_kw,peak_pack_charge_current_a,maximum_terminal_voltage_v,adiabatic_cell_temperature_rise_c,raw_endurance_time_s,projected_endurance_time_s,endurance_points,projected_average_lap_s,projected_terminal_energy_kwh_per_lap,efficiency_factor,efficiency_points
ampace_jp30_125s3p,ampace_jp30,Ampace,JP30P1 (JP30),125,3,375,23.4375,246.32265114,4.14,3.9695625,13.171875,3.360577182354445,3.807374518918986,0.4467973365645417,0.1100244177907314,0.0079389384456455,8.463534739870925,3.2789077955628385,-0.1107324025390372,22.861526032246328,524.9999835322294,21.12468821582043,1382.869160322501,1460.8880295879594,193.05585653751035,72.57455714507657,0.08425842815821781,1.2605827188138425,100.0
molicel_p30b_125s3p,molicel_p30b,Molicel,INR-18650-P30B,125,3,375,22.03125,244.91640114,4.05,3.9695625,12.65625,3.2957129530280898,3.71993607890273,0.4242231258746403,0.1771815572644698,0.0122215247491836,8.414107748267357,3.1803343110674915,-0.1601593941426049,22.51315530698412,524.9999754851435,36.19027552635979,1390.6186079996046,1469.0746864837993,189.02341461251945,72.98125703355595,0.08263211288254728,1.2782296860771414,100.0
ampace_jp50_110s2p,ampace_jp50,Ampace,JP50P1 (JP50),110,2,220,19.8,242.68515114,3.938,3.88135,12.375,3.2399885794466847,3.666153017771654,0.4261644383249686,0.1381753703637357,0.0101839450676793,8.44719362239228,3.1880238363290787,-0.1270735200176815,25.721922360719336,461.9999838330476,31.40349326448541,1393.4836219549816,1472.1013391217368,187.5439542449588,73.13161624684368,0.08123495761031485,1.2975406328964272,100.0
tenpower_50xg_110s2p,tenpower_50xg,Tenpower,INR21700-50XG,110,2,220,20.625,243.51015114,3.96,3.88135,12.375,3.242061701972908,3.668351907396961,0.4262902054240537,0.1382786549633074,0.0101868183822322,8.445526190927643,3.187297575474222,-0.1287409514823192,25.72664637070422,461.9999839384817,30.169888355630707,1394.2592570625302,1472.9207340988305,187.14447101564306,73.17232246551688,0.08128693619493303,1.2959895577098863,100.0
molicel_p50b_110s2p,molicel_p50b,Molicel,INR-21700-P50B,110,2,220,19.525,242.41015114,3.96,3.88135,11.96875,3.1708720691680017,3.586089336372054,0.4152172672040529,0.2122912537736181,0.0149868184645755,8.289441937075226,3.120952261724404,-0.2848252053347355,25.28657922959638,461.9999766303104,48.92756168918217,1400.9772249171165,1480.017717026437,183.70295489247653,73.52488911169746,0.07950202656905156,1.318731922171501,100.0
tenpower_30xg_120s3p,tenpower_30xg,Tenpower,INR18650-30XG,120,3,360,21.6,244.48515114,3.888,3.81078,12.1875,3.208899840820461,3.63695001246328,0.4280501716428181,0.101722715790935,0.007897498307068,8.464567968112522,3.190637058861804,-0.1096991742974395,23.745230527633343,503.99998434422935,21.192232456444792,1398.9062510286935,1477.8299026980872,184.7603600785882,73.4162020304292,0.08045548191077681,1.3050331461461342,100.0
reliance_rs50_110s2p,reliance_rs50,Reliance,INR21700-RS50,110,2,220,18.425,241.31015114,3.96,3.88135,11.625,3.2472312337900937,3.672305906523066,0.4250746727329723,0.1308801725421567,0.0095848553250242,8.040459512894822,3.079467120911102,-0.5338076295151399,25.722925424736506,461.999982287714,31.965306726713983,1402.5616261404352,1481.6915071778283,182.89609404826987,73.60804030229575,0.08141654983020886,1.2862670564280025,100.0
ampace_jp30_120s3p,ampace_jp30,Ampace,JP30P1 (JP30),120,3,360,22.5,245.38515114,3.9744,3.81078,12.1875,3.211321026527313,3.639504640957575,0.4281836144302625,0.1017999689869274,0.0079003828938856,8.462943726186024,3.189844590420405,-0.1113234162239376,23.75038060537437,503.9999842945134,20.35999379738549,1399.8132370074936,1478.788059114797,184.29688288838847,73.46380169324394,0.08051618734644117,1.3032042749997952,100.0
molicel_p30b_120s3p,molicel_p30b,Molicel,INR-18650-P30B,120,3,360,21.15,244.03515114,3.888,3.81078,11.8125,3.142580422173307,3.559033332723127,0.4164529105498207,0.1653179939244069,0.0123613614817186,8.304425002965473,3.1226990913388697,-0.2698421394444885,23.362884767792,503.99997652666,35.17404126051211,1406.2707537079614,1485.6098967255061,181.01432044623414,73.80269956459719,0.07879268124637993,1.3255953423530755,100.0
tenpower_30xg_115s3p,tenpower_30xg,Tenpower,INR18650-30XG,115,3,345,20.7,243.58515114,3.726,3.6519975,11.4375,3.060772066660143,3.4768273258393063,0.4160552591791633,0.09546591217632,0.0079461734892756,8.439740692964033,3.119785015506989,-0.1345264494459286,24.71262116675484,482.9999844832208,20.75345916876523,1414.6549795438043,1494.4671447663031,176.7970642073272,74.24271333777203,0.0767415325681286,1.352959489287872,100.0
ampace_jp30_115s3p,ampace_jp30,Ampace,JP30P1 (JP30),115,3,345,21.5625,244.44765114,3.8088,3.6519975,11.40625,3.0567498815211627,3.4724513303470603,0.4157014488258971,0.0950493944816691,0.007934382110925,8.432703440490165,3.1163694845872345,-0.1415637019197966,24.70234998233805,482.999984424733,19.83639537008748,1416.1829537377291,1496.0813243817508,176.03387429168097,74.32290317324957,0.07664068590424261,1.3532780829089301,100.0
molicel_p30b_115s3p,molicel_p30b,Molicel,INR-18650-P30B,115,3,345,20.26875,243.15390114,3.726,3.6519975,11.0625,2.996085297797284,3.396404448964449,0.4003191511671662,0.1541255423903844,0.0122743464376372,8.281332376119757,3.0340463016813017,-0.2929347662902053,24.29437953503568,482.9999767054569,34.21843679342485,1422.7591190054484,1503.0285044880472,172.76793221826298,74.66802785728419,0.075119666688768,1.3742975224268668,100.0
tenpower_30xg_110s3p,tenpower_30xg,Tenpower,INR18650-30XG,110,3,330,19.8,242.68515114,3.564,3.493215,10.53125,2.905794377912609,3.295392688676927,0.3895983107643183,0.0872462264204263,0.0077130104551086,8.343081593869446,2.9913370876447583,-0.2311855485405161,25.74882050450266,461.9999796972407,19.828687822824165,1434.137363952086,1515.048688549702,167.18786219026995,75.26517118203506,0.07285583801481615,1.4057583924744266,100.0
ampace_jp30_110s3p,ampace_jp30,Ampace,JP30P1 (JP30),110,3,330,20.625,243.51015114,3.6432,3.493215,10.5,2.901739659445133,3.290748091867979,0.3890084324228468,0.0868527636599848,0.0076971162962791,8.333773473425829,2.987258642965958,-0.2404936689841328,25.74001360410153,461.9999794754847,18.949693889451247,1435.6404540562785,1516.6365801620182,166.45733720156832,75.34405507198709,0.07275417565559777,1.406248854940976,100.0
molicel_p30b_110s3p,molicel_p30b,Molicel,INR-18650-P30B,110,3,330,19.3875,242.27265114,3.564,3.493215,10.15625,2.8524800376320125,3.225710295560118,0.3732302579281052,0.1407271217670711,0.0118162917376035,8.14891634003683,2.8972408665221376,-0.4253508023731314,25.313851944666048,461.9999696305414,32.66393541982308,1442.6038670487644,1523.9928557791764,163.0928733011043,75.70950296007948,0.07151910855836363,1.4236282881002018,100.0
