stage,variant_id,maneuver,speed_m_per_s,ax_g,dz_front_mm,dz_rear_mm,rh_front_m,rh_rear_m,downforce_n,aero_front_fraction,fz_front_n,fz_rear_n,sigma_fz_front_n,sigma_fz_rear_n,grip_n,rh_clamped,weight
anti-squat,rear00_as-20,rwd_acceleration,15.0,0.9,10.834099884008463,-11.427022216552935,0.0782532362109771,0.06890723248796829,288.6678449677547,0.4920784742536551,482.04064670262125,942.417332932297,0.0,4.115669779554022,4372.026472997477,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,20.0,0.3,3.611366628002821,-3.8090074055176446,0.06758628833216877,0.07341541131890932,551.673096667002,0.4971127210292052,686.751028055693,869.2095774288489,0.0,1.3718899265180071,4153.5921136174275,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,20.0,0.6,7.222733256005642,-7.618014811035289,0.07138527624058535,0.06974795120065119,538.5178903738445,0.49588398892709823,613.8443004426099,935.5387018953531,0.0,2.7437798530360142,4352.386257813579,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,20.0,0.9,10.834099884008463,-11.427022216552935,0.07530911328642036,0.06615307030503126,517.517807669383,0.4928315481026274,538.5415815058994,1000.3413794798329,0.0,4.115669779554022,4530.417808335303,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,25.0,0.3,3.611366628002821,-3.8090074055176446,0.06371600573666547,0.06974475675402107,854.621433099446,0.4947145003689091,761.0259785944993,946.4087951062647,0.0,1.3718899265180071,4383.3795506981105,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,25.0,0.6,7.222733256005642,-7.618014811035289,0.06760084320855483,0.0661479878053389,835.1976562653803,0.493652255577398,686.4717040831968,1011.2511812005343,0.0,2.7437798530360142,4558.838313440325,False,0.08333333333333333
anti-squat,rear00_as-20,rwd_acceleration,25.0,0.9,10.834099884008463,-11.427022216552935,0.07144304004631924,0.06256035603185771,817.0261840581737,0.49378764979888984,612.73574996883,1075.9013992112978,0.0,4.115669779554022,4717.829449945494,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,10.0,0.3,3.611366628002821,-3.333541111173428,0.07294163499557164,0.07883815285834808,138.0263683481781,0.49768613593272804,583.9760759143386,765.1611654107915,0.0,0.101995391537017,3807.9820880929765,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,10.0,0.6,7.222733256005642,-6.667082222346856,0.07662557081696945,0.07555316260777692,133.1988133893155,0.494812559248563,513.2773235200356,833.4461403256631,0.0,0.203990783074034,4039.451555097008,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,10.0,0.9,10.834099884008463,-10.000623333520284,0.08030956164963153,0.07226917975439792,128.32677291428732,0.4918768599730143,442.5775153994844,901.7099282087001,0.0,0.30598617461105104,4253.100594547373,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,15.0,0.3,3.611366628002821,-3.333541111173428,0.07068243058506782,0.07676404801484837,311.98246731754847,0.49812738520425887,627.3326762915543,808.7826145182609,0.0,0.101995391537017,3957.8967566104384,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,15.0,0.6,7.222733256005642,-6.667082222346856,0.07445161554856002,0.07353658610309853,301.46305435954264,0.49541592586579286,554.9978997439474,875.8576845868648,0.0,0.203990783074034,4174.277123682263,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,15.0,0.9,10.834099884008463,-10.000623333520284,0.0782279527815269,0.07031559350385409,290.39700351885,0.49249015741099805,482.5258633310499,942.796695579416,0.0,0.30598617461105104,4373.137468336153,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,20.0,0.3,3.611366628002821,-3.333541111173428,0.0675686867364334,0.07388031019483411,552.7931807997383,0.49732759275748395,687.0888219042657,869.4318256466444,0.0,0.101995391537017,4154.289785670532,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,20.0,0.6,7.222733256005642,-6.667082222346856,0.07135495125697834,0.07067829972158715,540.5476554100717,0.49617519569664253,614.4262700022429,935.9716148538339,0.0,0.203990783074034,4353.643028998167,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,20.0,0.9,10.834099884008463,-10.000623333520284,0.07526359508719987,0.06754767176973599,520.6023877377528,0.4932674077160862,539.4151254688127,1001.0101255511047,0.0,0.30598617461105104,4532.203937261898,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,25.0,0.3,3.611366628002821,-3.333541111173428,0.06368392007137248,0.07020273133919774,856.5887033247172,0.49501602293296487,761.6417375588759,946.7766712545236,0.0,0.101995391537017,4384.423783695109,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,25.0,0.6,7.222733256005642,-6.667082222346856,0.0675470497500677,0.06706604038095121,838.6453959528737,0.494084769703643,687.5040593102142,1011.9426958172637,0.0,0.203990783074034,4560.6375830345,False,0.08333333333333333
anti-squat,rear01_as-2,rwd_acceleration,25.0,0.9,10.834099884008463,-10.000623333520284,0.07136263316679067,0.06392474214697189,822.7208136682501,0.49412099975392193,614.2788458277676,1077.2056181573985,0.0,0.30598617461105104,4720.905500962729,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,10.0,0.3,3.611366628002821,-2.8580821631760256,0.07293792953039757,0.07931106774231793,138.27560294857304,0.497817635942829,584.0471878385365,765.214670786791,0.0,1.1678795225249248,3808.1678324320387,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,10.0,0.6,7.222733256005642,-5.716164326352051,0.07661815191855638,0.0764988464600336,133.703726060988,0.4950737067744382,513.4197002842998,833.5562198972352,0.0,2.3357590450498495,4039.8000535687297,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,10.0,0.9,10.834099884008463,-8.574246489528077,0.08029842135327152,0.07368748672073347,129.09380441345257,0.49226652907036844,442.7913098552592,901.879649502508,0.0,3.5036385675747748,4253.586470729565,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,15.0,0.3,3.611366628002821,-2.8580821631760256,0.07067394002847205,0.07723385009401726,312.5462978273927,0.49827144927810074,627.4956193468024,808.9015867179348,0.0,1.1678795225249248,3958.2931447664228,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,15.0,0.6,7.222733256005642,-5.716164326352051,0.07443477575493915,0.07447581772747114,302.60096109113147,0.49568892880129284,555.3210737777683,876.1034639188383,0.0,2.3357590450498495,4175.02818003043,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,15.0,0.9,10.834099884008463,-8.574246489528077,0.07820267004720366,0.07172393938639113,292.12584491592634,0.49289741067754134,483.0110666192341,943.1759129897699,0.0,3.5036385675747748,4374.192233210583,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,20.0,0.3,3.611366628002821,-2.8580821631760256,0.06755105609182414,0.07434519609775314,553.9146165654017,0.4975423942865925,687.4271732324673,869.6541922012743,0.0,1.1678795225249248,4154.981497978516,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,20.0,0.6,7.222733256005642,-5.716164326352051,0.07132462705067501,0.0716086431266019,542.5769877847146,0.49646456457897253,615.0082246445704,936.4043263988277,0.0,2.3357590450498495,4354.873944601417,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,20.0,0.9,10.834099884008463,-8.574246489528077,0.07521807828555473,0.06894227250615344,523.686017771713,0.4936989259979631,540.288642610732,1001.6784234261653,0.0,3.5036385675747748,4533.9319195706485,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,25.0,0.3,3.611366628002821,-2.8580821631760256,0.06365175314916863,0.07066068227851698,858.5597779725448,0.4953176014834001,762.2590559320632,947.1448902052501,0.0,1.1678795225249248,4385.462329267728,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,25.0,0.6,7.222733256005642,-5.716164326352051,0.06749298381029344,0.06798402337645339,842.1059027919601,0.49451866424693885,688.5416437505874,1012.6353647964336,0.0,2.3357590450498495,4562.413442505713,False,0.08333333333333333
anti-squat,rear02_as+17,rwd_acceleration,25.0,0.9,10.834099884008463,-8.574246489528077,0.07129028815894464,0.06530193206104501,827.5665188382737,0.4945830710948889,615.6672255548795,1078.2400910152983,0.0,3.5036385675747748,4723.292102947953,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,10.0,0.3,3.611366628002821,-2.3826326912035003,0.07293422414704233,0.07978397334687953,138.5248261383138,0.4979486811090832,584.1182981925417,765.2681720276561,0.0,2.4377291276378443,3808.347410579483,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,10.0,0.6,7.222733256005642,-4.765265382407001,0.07661073319990022,0.07744451204865856,134.20860287632962,0.4953329702783028,513.5620735988329,833.6662849903729,0.0,4.875458255275689,4040.123895765463,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,10.0,0.9,10.834099884008463,-7.147898073610501,0.08028728135076257,0.07510576673507281,129.86076254580988,0.49265178643499685,443.00509867171166,902.0493397522341,0.0,7.313187382913534,4254.016877503207,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,15.0,0.3,3.611366628002821,-2.3826326912035003,0.07066544160841626,0.0777036412563149,313.11049069628484,0.49841538150974607,627.6587132918688,809.0205892073145,0.0,2.4377291276378443,3958.683439837735,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,15.0,0.6,7.222733256005642,-4.765265382407001,0.0744179364322273,0.07541503357725592,303.7387160948912,0.4959600744594202,555.6442387743315,876.349176424155,0.0,4.875458255275689,4175.754236472324,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,15.0,0.9,10.834099884008463,-7.147898073610501,0.07817738812123445,0.07313226382688497,293.85436143375904,0.49330031173862404,483.4962543942234,943.554983473697,0.0,7.313187382913534,4375.190766487743,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,20.0,0.3,3.611366628002821,-2.3826326912035003,0.06753339640712547,0.07481006693228483,555.0374022667106,0.49775712545981066,687.7660818918017,869.8766763925945,0.0,2.4377291276378443,4155.66724839306,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,20.0,0.6,7.222733256005642,-4.765265382407001,0.07129430375748724,0.07253897724800208,544.6058784294136,0.4967521155089078,615.5901617632152,936.8368346025325,0.0,4.875458255275689,4356.079001443749,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,20.0,0.9,10.834099884008463,-7.147898073610501,0.07517256308532683,0.07033686626646608,526.7686840073832,0.4941261795819885,541.1621290197095,1002.3462701350229,0.0,7.313187382913534,4535.601753949527,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,25.0,0.3,3.611366628002821,-2.3826326912035003,0.06361950481083116,0.07111860745831361,860.5346624708937,0.49561923564056554,762.8779367823407,947.5134516041471,0.0,2.4377291276378443,4386.495185310341,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,25.0,0.6,7.222733256005642,-4.765265382407001,0.06743864358098643,0.06890193226260222,845.5792573706617,0.49495393742488397,689.5844920692252,1013.3291937671465,0.0,4.875458255275689,4564.1658985622125,False,0.08333333333333333
anti-squat,rear03_as+35,rwd_acceleration,25.0,0.9,10.834099884008463,-7.147898073610501,0.0712179454154569,0.0666791450204968,832.4099719740799,0.4950409976331201,617.0555618266126,1079.2734813114682,0.0,7.313187382913534,4725.6168476381645,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,10.0,0.3,3.611366628002821,-1.9071947692757576,0.0729305188616691,0.08025686760909986,138.77403683067683,0.4980792733443494,584.1894066661653,765.321668900214,0.0,3.707547884425819,3808.5208221626413,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,10.0,0.6,7.222733256005642,-3.814389538551515,0.07660331469336082,0.07839015524839905,134.71344163480495,0.49559037002545053,513.7044428426135,833.7763351258299,0.0,7.415095768851638,4040.4230819253053,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,10.0,0.9,10.834099884008463,-5.721584307827273,0.08027614169069458,0.07652401361045433,130.62764397004509,0.4930327087583897,443.2188809163485,902.2189982197149,0.0,11.122643653277459,4254.391816723974,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,15.0,0.3,3.611366628002821,-1.9071947692757576,0.07065693535406337,0.07817341945223327,313.67504396631966,0.4985591820117323,627.8219576229938,809.139621511207,0.0,3.707547884425819,3959.067640635582,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,15.0,0.6,7.222733256005642,-3.814389538551515,0.07440109765387151,0.07635422955516041,304.87631441718156,0.4962293828544725,555.9673933241081,876.5948210355236,0.0,7.415095768851638,4176.455291673331,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,15.0,0.9,10.834099884008463,-5.721584307827273,0.07815210711388129,0.07454056068138809,295.58254555462304,0.49369893651433994,483.981424539969,943.9339053883834,0.0,11.122643653277459,4376.1330681483905,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,20.0,0.3,3.611366628002821,-1.9071947692757576,0.06751570768632703,0.07527492065443504,556.1615363212244,0.49797178614117465,688.1055477667725,870.0992775448807,0.0,3.707547884425819,4156.34703495217,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,20.0,0.6,7.222733256005642,-3.814389538551515,0.07126398150967159,0.07346929802683902,546.6343185204389,0.4970378681628025,616.1720788200287,937.2691375912317,0.0,7.415095768851638,4357.258196944409,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,20.0,0.9,10.834099884008463,-5.721584307827273,0.07512704968501754,0.07173144696574413,529.8503730577606,0.49454924335136463,542.0355808862864,1003.0136627936347,0.0,11.122643653277459,4537.213440310349,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,25.0,0.3,3.611366628002821,-1.9071947692757576,0.0635871748907077,0.07157650482083415,862.5133624949672,0.4959209250561911,763.4983832552375,947.882355143287,0.0,3.707547884425819,4387.522349956835,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,25.0,0.6,7.222733256005642,-3.814389538551515,0.06738402723739453,0.06981976262141336,849.0655414252976,0.4953905875241164,690.6326393555962,1014.0241885080935,0.0,7.415095768851638,4565.894958653857,False,0.08333333333333333
anti-squat,rear04_as+53,rwd_acceleration,25.0,0.9,10.834099884008463,-5.721584307827273,0.07114560525187985,0.06805637501617397,837.2511520086152,0.49549485299801377,618.4438485871729,1080.3057845681756,0.0,11.122643653277459,4727.879741435619,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,10.0,0.3,3.611366628002821,-1.4317704175322583,0.07292681369002099,0.08072974851963548,139.0232339672923,0.4982094145659748,584.2605129572792,765.3751611774079,0.0,4.977330397418988,3808.688066934964,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,10.0,0.6,7.222733256005642,-2.8635408350645166,0.07659589643045679,0.07933577204116023,135.21824019353673,0.49584592601955974,513.8468074107658,833.8863698370435,0.0,9.954660794837976,4040.6976127461144,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,10.0,0.9,10.834099884008463,-4.295311252596775,0.08026500242039376,0.0779422213206208,131.39444543275658,0.4934093710043133,443.43265568092806,902.3886241864911,0.0,14.931991192256966,4254.711291248176,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,15.0,0.3,3.611366628002821,-1.4317704175322583,0.07064842128789466,0.07864318268168168,314.2399557389559,0.49870285091079386,627.985351852872,809.258683167647,0.0,4.977330397418988,3959.445746120766,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,15.0,0.6,7.222733256005642,-2.8635408350645166,0.07438425949140816,0.07729340167027855,306.01375123551355,0.49649687374182616,556.2905360542368,876.8403967145609,0.0,9.954660794837976,4177.131344809864,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,15.0,0.9,10.834099884008463,-4.295311252596775,0.0781268271325359,0.07594882396543808,297.3103899616619,0.49409335920798675,484.46657499550656,944.3126771363652,0.0,14.931991192256966,4377.019139250883,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,20.0,0.3,3.611366628002821,-1.4317704175322583,0.06749798993456287,0.07573975527609572,557.2870172642554,0.49818637621715434,688.4455707761956,870.3219950069731,0.0,4.977330397418988,4157.020855877019,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,20.0,0.6,7.222733256005642,-2.8635408350645166,0.07123366043604298,0.07439960150943553,548.6622994708725,0.49732184196169366,616.7539733429124,937.7012335435647,0.0,9.954660794837976,4358.4115291020225,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,20.0,0.9,10.834099884008463,-4.295311252596775,0.07508153827795831,0.07312600867674325,532.931071900675,0.4949681904870932,542.9089945002215,1003.6805986011568,0.0,14.931991192256966,4538.766979748858,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,25.0,0.3,3.611366628002821,-1.4317704175322583,0.06355476322254673,0.07203437235797736,864.4958839327493,0.49622266940989757,764.1203985638114,948.2516005536041,0.0,4.977330397418988,4388.543821555585,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,25.0,0.6,7.222733256005642,-2.8635408350645166,0.06732913292808998,0.0707375101285152,852.564837804197,0.49582861288969426,691.6861211125072,1014.7203549406323,0.0,9.954660794837976,4567.600630938063,False,0.08333333333333333
anti-squat,rear05_as+72,rwd_acceleration,25.0,0.9,10.834099884008463,-4.295311252596775,0.07107624790293113,0.06943512386384926,841.9122450515387,0.49591358879538355,619.774891790853,1081.3052878859571,0.0,14.931991192256966,4730.007361690713,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,10.0,0.3,3.611366628002821,-0.9563616039415086,0.07292310864743445,0.08120261412103238,139.2724165172446,0.4983391066951365,584.3316167715608,765.4286486381025,0.0,6.247071410487776,3808.849144771954,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,10.0,0.6,7.222733256005642,-1.9127232078830172,0.07658847844189212,0.08028135851260512,135.72299646547592,0.4960996580059126,513.9891667140462,833.9963886697327,0.0,12.494142820975553,4040.947489370663,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,10.0,0.9,10.834099884008463,-2.8690848118245262,0.08025386358596276,0.07936038399492065,132.1611637656653,0.4937818464558304,443.64642208069034,902.5582169531831,0.0,18.74121423146333,4254.975304900426,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,15.0,0.3,3.611366628002821,-0.9563616039415086,0.07063989943546457,0.07911292899870483,314.8052241716229,0.49884638834716094,628.1488955097387,809.3777737271137,0.0,6.247071410487776,3959.8177553976598,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,15.0,0.6,7.222733256005642,-1.9127232078830172,0.07436742201452362,0.0782325460347153,307.1510218543866,0.4967625666211291,556.6136656273599,877.0859024508744,0.0,12.494142820975553,4177.782395552885,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,15.0,0.9,10.834099884008463,-2.8690848118245262,0.07810154828181075,0.07735704784899747,299.03788753251155,0.4944836523529846,484.9517037532082,944.6912971640884,0.0,18.74121423146333,4377.8489818963535,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,20.0,0.3,3.611366628002821,-0.9563616039415086,0.06748024315441789,0.07620456885916606,558.4138437408118,0.49840089559410844,688.7861508706071,870.5448281508397,0.0,6.247071410487776,4157.688709563989,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,20.0,0.6,7.222733256005642,-1.9127232078830172,0.0712033406620838,0.07532988384404594,550.6898129230916,0.49760405607445235,617.3358429237219,938.1331206888648,0.0,12.494142820975553,4359.538996475879,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,20.0,0.9,10.834099884008463,-2.8690848118245262,0.0750360290524747,0.07452054562490171,536.0107678672024,0.49538309251475837,543.782366247342,1004.3470748372999,0.0,18.74121423146333,4540.262374506318,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,25.0,0.3,3.611366628002821,-0.9563616039415086,0.06352226963519005,0.07249220811256205,866.4822328996906,0.49652446840956765,764.7439859927496,948.6211876081367,0.0,6.247071410487776,4389.559598674956,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,25.0,0.6,7.222733256005642,-1.9127232078830172,0.06727395878090593,0.07165517055946244,856.0772304975485,0.496268011930227,692.7449732678926,1015.4176991319225,0.0,12.494142820975553,4569.282924272184,False,0.08333333333333333
anti-squat,rear06_as+90,rwd_acceleration,25.0,0.9,10.834099884008463,-2.8690848118245262,0.07100809589782874,0.07081457553118624,846.4955512717902,0.49631866949117764,621.0828032124175,1082.2890295745185,0.0,18.74121423146333,4732.03948369728,False,0.08333333333333333
anti-dive,front00_ad-20,braking,10.0,0.5,-6.969937311617601,4.998216884595706,0.062218356546332926,0.08707851373569232,147.32008951750387,0.5032789621564836,771.5169093137246,582.2671925960683,2.2642102520353866,1.319495160148709,6930.807007084432,False,0.08333333333333333
anti-dive,front00_ad-20,braking,10.0,1.0,-13.939874623235202,9.996433769191412,0.05522575377716536,0.09204406063209748,149.56423426841238,0.5015440482795929,887.4620013770589,467.4441729081882,4.528420504070773,2.638990320297418,6801.236832628265,False,0.08333333333333333
anti-dive,front00_ad-20,braking,10.0,1.4,-19.51582447252928,13.995007276867977,0.04987560197866649,0.09605199421159431,140.5038997141754,0.47220346939848734,975.5367838055844,374.8392232025442,6.339788705699083,3.6945864484163855,6608.131116709217,False,0.08333333333333333
anti-dive,front00_ad-20,braking,15.0,0.5,-6.969937311617601,4.998216884595706,0.05976021949871166,0.08489001801487,333.7232715882785,0.504884693598008,818.6912442963261,628.2944486488541,2.2642102520353866,1.319495160148709,7281.500428541858,False,0.08333333333333333
anti-dive,front00_ad-20,braking,15.0,1.0,-13.939874623235202,9.996433769191412,0.05280349506754569,0.08982266756055768,335.9740863300433,0.4999928261800183,933.9477920843543,514.1633082317082,4.528420504070773,2.638990320297418,7152.3445515623025,False,0.08333333333333333
anti-dive,front00_ad-20,braking,15.0,1.4,-19.51582447252928,13.995007276867977,0.0479185563296717,0.0938681847189684,307.476983111267,0.4600738408753509,1013.094627651442,420.76792105523236,6.339788705699083,3.6945864484163855,6933.4623264007205,False,0.08333333333333333
anti-dive,front00_ad-20,braking,20.0,0.5,-6.969937311617601,4.998216884595706,0.05633142969561094,0.08182820899185221,594.1163311429792,0.5051135597538543,884.4934659009047,692.6887568216258,2.2642102520353866,1.319495160148709,7743.772368698716,False,0.08333333333333333
anti-dive,front00_ad-20,braking,20.0,1.0,-13.939874623235202,9.996433769191412,0.049892410517415144,0.08676336622014778,576.39100672264,0.4852928206468721,989.8146843346105,578.5048761777505,4.528420504070773,2.638990320297418,7587.217082510577,False,0.08333333333333333
anti-dive,front00_ad-20,braking,20.0,1.4,-19.51582447252928,13.995007276867977,0.04543915516357328,0.090836674807099,530.1559631702482,0.4463345991972824,1060.67704401788,484.52499471828503,6.339788705699083,3.6945864484163855,7351.99336883756,False,0.08333333333333333
anti-dive,front00_ad-20,braking,25.0,0.5,-6.969937311617601,4.998216884595706,0.052359773926218496,0.07798038943319942,908.4076680954465,0.49816514778821763,960.7138785494989,773.6140126492653,2.2642102520353866,1.319495160148709,8261.055681803733,False,0.08333333333333333
anti-dive,front00_ad-20,braking,25.0,1.0,-13.939874623235202,9.996433769191412,0.046567468284443275,0.08289099624278262,866.8927257030808,0.469881625052751,1053.6239569605366,659.9464630420448,4.528420504070773,2.638990320297418,8081.386069624972,False,0.08333333333333333
anti-dive,front00_ad-20,braking,25.0,1.4,-19.51582447252928,13.995007276867977,0.04251429088140711,0.08696511102409474,805.2679068447375,0.4332590770034571,1116.8083843810875,565.9496261923222,6.339788705699083,3.6945864484163855,7841.387085903603,False,0.08333333333333333
anti-dive,front01_ad-2,braking,10.0,0.5,-6.104894326398264,4.998216884595706,0.06308911804446125,0.0870820703024681,146.95100092884934,0.5030493992662776,771.4071648045576,582.1923928109079,0.20463743032888357,1.319495160148709,6930.1176593460395,False,0.08333333333333333
anti-dive,front01_ad-2,braking,10.0,1.0,-12.209788652796528,9.996433769191412,0.05696111418547179,0.0920493170438088,149.14068981491147,0.501610976706276,887.3607791530031,467.3336229054935,0.40927486065776714,2.638990320297418,6800.451932755902,False,0.08333333333333333
anti-dive,front01_ad-2,braking,10.0,1.4,-17.093704113915138,13.995007276867977,0.05216087943096517,0.09604096685037554,146.22007242889416,0.4896643631713129,978.1629486754379,375.0711446900501,0.5729848049208739,3.6945864484163855,6616.494410603438,False,0.08333333333333333
anti-dive,front01_ad-2,braking,15.0,0.5,-6.104894326398264,4.998216884595706,0.060641402490055035,0.08489902435432492,332.72494998959047,0.5045377060884507,818.381499948211,628.1050321976252,0.20463743032888357,1.319495160148709,7279.717340141044,False,0.08333333333333333
anti-dive,front01_ad-2,braking,15.0,1.0,-12.209788652796528,9.996433769191412,0.054481764795431674,0.08982678076297812,337.78989314469345,0.5031928324014799,934.9422021546861,514.0768015687015,0.40927486065776714,2.638990320297418,7154.855140027916,False,0.08333333333333333
anti-dive,front01_ad-2,braking,15.0,1.4,-17.093704113915138,13.995007276867977,0.050063344124807944,0.09384620215974707,319.04626329813686,0.4767545141248393,1018.4169424720834,421.23024632802594,0.5729848049208739,3.6945864484163855,6949.425706150645,False,0.08333333333333333
anti-dive,front01_ad-2,braking,20.0,0.5,-6.104894326398264,4.998216884595706,0.05722419487803434,0.08184431588688554,592.374789674171,0.5048023340154756,883.9614466548637,692.3500053332627,0.20463743032888357,1.319495160148709,7740.864651637954,False,0.08333333333333333
anti-dive,front01_ad-2,braking,20.0,1.0,-12.209788652796528,9.996433769191412,0.05133685860372435,0.08674216201464084,588.246322345073,0.49414983382514366,995.2963868281853,578.9508314953921,0.40927486065776714,2.638990320297418,7603.689559418911,False,0.08333333333333333
anti-dive,front01_ad-2,braking,20.0,1.4,-17.093704113915138,13.995007276867977,0.04743007564572215,0.09080335509924885,548.1078804963363,0.4619115170405809,1068.952240642039,485.22575675716996,0.5729848049208739,3.6945864484163855,7374.967567600527,False,0.08333333333333333
anti-dive,front01_ad-2,braking,25.0,0.5,-6.104894326398264,4.998216884595706,0.053078164144029834,0.0779740721927156,914.3022425502937,0.5011098866906721,963.5283050178423,773.7468734083454,0.20463743032888357,1.319495160148709,8269.32387516313,False,0.08333333333333333
anti-dive,front01_ad-2,braking,25.0,1.0,-12.209788652796528,9.996433769191412,0.04792559938060724,0.08286619258500713,882.2124807648003,0.47790460094130033,1060.7621773933186,660.4681201401224,0.40927486065776714,2.638990320297418,8100.65591571962,False,0.08333333333333333
anti-dive,front01_ad-2,braking,25.0,1.4,-17.093704113915138,13.995007276867977,0.04436041655333029,0.08692226045916736,829.1782609187031,0.44742799214854806,1127.8623515590991,566.8508360512933,0.5729848049208739,3.6945864484163855,7869.18935005482,False,0.08333333333333333
anti-dive,front02_ad+17,braking,10.0,0.5,-5.240503559696762,4.998216884595706,0.06395921857211613,0.08708562284985948,146.5824173264492,0.5028192397425534,771.2975882549952,582.1176775592703,1.853382530356724,1.319495160148709,6929.4130455141385,False,0.08333333333333333
anti-dive,front02_ad+17,braking,10.0,1.0,-10.481007119393524,9.996433769191412,0.05869515313287971,0.09205456556138472,148.71813082490482,0.501679355676842,887.2598836355016,467.22323892799164,3.706765060713448,2.638990320297418,6799.604147527189,False,0.08333333333333333
